day,hour,time,time_h,open,open_h,setup,aosetup,telsetup,offsets,wfs,mode,magnitude
20171230,09:58:57,3799,1.05527777778,2581,0.716944444444,907,541,365,311,FLAO,FLAOAO,15.5600004196
20171230,11:02:22,1217,0.338055555556,923,0.256388888889,276,214,61,17,FLAO,FLAOAO,14.6099996567
20171230,11:22:43,1017,0.2825,452,0.125555555556,565,466,98,0,FLAO,FLAOAO,14.9399995804
20171230,11:39:45,2230,0.619444444444,1612,0.447777777778,402,303,99,215,FLAO,FLAOAO,15.5600004196
20171230,12:17:00,2542,0.706111111111,1984,0.551111111111,297,226,71,260,FLAO,FLAOAO,14.4600000381
20171230,12:59:30,2451,0.680833333333,1857,0.515833333333,313,255,57,280,FLAO,FLAOAO,14.6099996567
20171231,01:07:47,7968,2.21333333333,6510,1.80833333333,389,373,15,1069,FLAO,FLAOAO,10.5699996948
20171231,07:11:34,11874,3.29833333333,9546,2.65166666667,671,461,209,1656,FLAO,FLAOAO,15.4899997711
20171231,10:32:36,5766,1.60166666667,4286,1.19055555556,573,392,181,906,FLAO,FLAOTT,15.5600004196
20171231,12:08:47,2884,0.801111111111,1891,0.525277777778,528,242,285,464,FLAO,FLAOTT,11.3599996567
20171231,13:16:01,1940,0.538888888889,1164,0.323333333333,451,301,150,324,FLAO,FLAOTT,11.3599996567
20180102,04:26:09,1906,0.529444444444,1370,0.380555555556,464,317,147,70,FLAO,FLAOAO,14.8999996185
20180102,04:58:00,5073,1.40916666667,4077,1.1325,457,320,136,538,FLAO,FLAOAO,14.8999996185
20180103,01:06:26,2402,0.667222222222,1915,0.531944444444,316,316,0,169,FLAO,FLAOAO,8.56999969482
20180103,01:46:34,2094,0.581666666667,1331,0.369722222222,727,251,475,36,FLAO,FLAOAO,8.56999969482
20180105,01:18:35,3630,1.00833333333,3134,0.870555555556,401,98,303,94,LBTI,FLAOAO,4.90000009537
20180105,02:20:13,6048,1.68,5561,1.54472222222,284,96,188,202,LBTI,FLAOAO,3.5
20180105,04:08:26,1279,0.355277777778,1082,0.300555555556,135,85,49,61,LBTI,FLAOAO,3.59999990463
20180105,04:35:16,919,0.255277777778,697,0.193611111111,162,110,52,59,LBTI,FLAOAO,3.59999990463
20180105,04:57:53,1182,0.328333333333,223,0.0619444444444,948,111,837,10,LBTI,FLAOAO,5.59999990463
20180105,05:23:24,826,0.229444444444,389,0.108055555556,299,69,229,137,LBTI,FLAOAO,4.90000009537
20180105,05:38:25,3719,1.03305555556,3430,0.952777777778,186,72,113,102,LBTI,FLAOAO,4.90000009537
20180105,06:41:47,1279,0.355277777778,1112,0.308888888889,141,85,55,25,LBTI,FLAOAO,5.0
20180105,07:03:46,2052,0.57,1795,0.498611111111,237,87,149,20,LBTI,FLAOAO,4.5
20180105,08:45:52,895,0.248611111111,-265,-0.0736111111111,612,75,537,547,LBTI,FLAOAO,8.0
20180105,09:00:52,2509,0.696944444444,2383,0.661944444444,126,84,41,0,LBTI,FLAOAO,8.0
20180105,09:52:44,970,0.269444444444,235,0.0652777777778,672,124,547,62,LBTI,FLAOAO,14.3199996948
20180105,10:10:23,657,0.1825,416,0.115555555556,218,106,111,23,LBTI,FLAOAO,14.3199996948
20180105,10:29:51,1540,0.427777777778,1374,0.381666666667,155,133,22,9,LBTI,FLAOAO,15.0
20180105,10:55:46,9088,2.52444444444,8598,2.38833333333,360,201,159,129,LBTI,FLAOAO,12.0600004196
20180106,00:34:52,1028,0.285555555556,372,0.103333333333,651,104,546,4,LBTI,FLAOAO,2.04999995232
20180106,00:52:16,1666,0.462777777778,1179,0.3275,409,76,333,76,LBTI,FLAOAO,4.90000009537
20180106,01:20:21,1352,0.375555555556,711,0.1975,640,89,551,0,LBTI,FLAOAO,3.5
20180106,02:17:10,5515,1.53194444444,5315,1.47638888889,200,88,112,0,LBTI,FLAOAO,13.0
20180106,04:00:27,1417,0.393611111111,1256,0.348888888889,160,91,69,0,LBTI,FLAOAO,7.57999992371
20180106,05:01:46,2318,0.643888888889,1706,0.473888888889,611,84,527,0,LBTI,FLAOAO,7.57999992371
20180106,05:47:45,2481,0.689166666667,524,0.145555555556,976,75,901,979,LBTI,FLAOAO,5.59999990463
20180106,06:29:23,4172,1.15888888889,3626,1.00722222222,294,81,212,252,LBTI,FLAOAO,4.5
20180106,07:41:25,6103,1.69527777778,5550,1.54166666667,438,98,340,114,LBTI,FLAOAO,4.59999990463
20180106,09:23:27,1525,0.423611111111,885,0.245833333333,640,112,528,0,LBTI,FLAOAO,7.01000022888
20180106,09:51:58,10903,3.02861111111,10044,2.79,395,104,290,463,LBTI,FLAOAO,4.59999990463
20180108,01:54:29,1254,0.348333333333,86,0.0238888888889,1151,170,981,16,LBTI,FLAOAO,2.04999995232
20180108,02:59:31,784,0.217777777778,478,0.132777777778,217,134,82,89,LBTI,FLAOAO,10.0
20180108,03:15:57,19453,5.40361111111,17324,4.81222222222,210,124,85,1919,LBTI,FLAOAO,10.0
20180108,08:40:39,555,0.154166666667,118,0.0327777777778,402,75,326,34,LBTI,FLAOAO,2.52999997139
20180108,08:53:02,10077,2.79916666667,9472,2.63111111111,437,117,320,168,LBTI,FLAOAO,14.3199996948
20180108,12:18:11,1747,0.485277777778,1379,0.383055555556,368,196,171,0,LBTI,FLAOAO,14.3199996948
20180220,12:29:39,578,0.160555555556,32,0.00888888888889,545,306,238,0,FLAO,FLAOAO,12.0
20180221,10:37:12,1030,0.286111111111,635,0.176388888889,394,216,178,0,FLAO,FLAOAO,15.5
20180307,02:01:14,5794,1.60944444444,4546,1.26277777778,804,550,253,443,FLAO,FLAOAO,15.9600000381
20180307,03:37:55,0,0.0,-891,-0.2475,565,508,56,326,FLAO,FLAOAO,15.9600000381
20180307,07:09:57,1026,0.285,704,0.195555555556,322,38,284,0,LBTI,FLAOAO,1.58000004292
20180307,07:34:52,1583,0.439722222222,1321,0.366944444444,217,78,139,44,LBTI,FLAOAO,1.58000004292
20180307,08:16:00,4477,1.24361111111,4125,1.14583333333,292,133,159,59,LBTI,FLAOAO,2.36999988556
20180307,09:31:15,736,0.204444444444,438,0.121666666667,297,152,144,0,LBTI,FLAOAO,2.36999988556
20180307,09:57:05,779,0.216388888889,558,0.155,181,117,63,38,LBTI,FLAOAO,2.36999988556
20180307,10:36:58,4008,1.11333333333,3645,1.0125,216,156,59,146,LBTI,FLAOAO,6.0
20180308,03:22:25,4497,1.24916666667,3849,1.06916666667,581,117,463,67,LBTI,FLAOAO,1.13999998569
20180308,04:38:53,5674,1.57611111111,5147,1.42972222222,425,95,329,101,LBTI,FLAOAO,5.94999980927
20180309,01:45:57,2382,0.661666666667,1919,0.533055555556,394,114,280,69,LBTI,FLAOAO,1.13999998569
20180309,02:49:13,390,0.108333333333,167,0.0463888888889,211,174,36,11,LBTI,FLAOAO,1.13999998569
20180309,02:56:26,2605,0.723611111111,2328,0.646666666667,203,84,119,73,LBTI,FLAOAO,1.13999998569
20180309,04:03:12,3999,1.11083333333,3815,1.05972222222,137,83,54,46,LBTI,FLAOAO,0.370000004768
20180309,05:34:10,1427,0.396388888889,928,0.257777777778,398,141,257,101,LBTI,FLAOAO,2.36999988556
20180309,06:24:13,2480,0.688888888889,2021,0.561388888889,321,115,206,136,LBTI,FLAOAO,5.40000009537
20180309,07:09:02,3355,0.931944444444,2914,0.809444444444,241,97,143,199,LBTI,FLAOAO,5.0
20180309,08:11:46,4054,1.12611111111,3518,0.977222222222,425,82,343,110,LBTI,FLAOAO,6.57999992371
20180309,09:19:26,1497,0.415833333333,1110,0.308333333333,387,165,221,0,LBTI,FLAOAO,6.57999992371
20180309,10:23:19,1787,0.496388888889,1257,0.349166666667,530,308,221,0,FLAO,FLAOAO,8.97999954224
20180309,10:53:11,3145,0.873611111111,2188,0.607777777778,956,387,569,0,FLAO,FLAOAO,8.97999954224
20180309,11:47:46,1679,0.466388888889,1289,0.358055555556,389,357,31,0,FLAO,FLAOAO,8.97999954224
20180309,12:48:02,755,0.209722222222,346,0.0961111111111,409,311,97,0,FLAO,FLAOAO,10.1199998856
20180310,01:37:43,4069,1.13027777778,3330,0.925,606,144,461,132,LBTI,FLAOAO,0.370000004768
20180310,02:52:13,2666,0.740555555556,2450,0.680555555556,216,151,64,0,LBTI,FLAOAO,5.94999980927
20180310,04:05:43,7534,2.09277777778,7062,1.96166666667,264,112,152,207,LBTI,FLAOAO,4.86999988556
20180310,06:11:29,3206,0.890555555556,2785,0.773611111111,420,179,241,0,LBTI,FLAOAO,2.36999988556
20180310,10:57:44,0,0.0,-2190,-0.608333333333,2190,232,1957,0,LBTI,FLAOAO,1.86000001431
20180313,01:35:19,1783,0.495277777778,514,0.142777777778,1255,145,1109,13,LBTI,FLAOAO,0.860000014305
20180313,02:07:58,3778,1.04944444444,3036,0.843333333333,601,124,476,140,LBTI,FLAOAO,5.59999990463
20180313,03:22:09,1418,0.393888888889,791,0.219722222222,583,173,409,43,LBTI,FLAOAO,5.80000019073
20180313,03:45:56,950,0.263888888889,711,0.1975,217,105,112,20,LBTI,FLAOAO,5.90000009537
20180313,04:02:04,4639,1.28861111111,3774,1.04833333333,776,144,632,88,LBTI,FLAOAO,4.86999988556
20180313,05:19:40,3511,0.975277777778,3102,0.861666666667,303,90,212,104,LBTI,FLAOAO,2.36999988556
20180313,06:26:04,3410,0.947222222222,3007,0.835277777778,403,60,342,0,LBTI,FLAOAO,5.67999982834
20180313,08:10:57,9776,2.71555555556,9351,2.5975,424,113,311,0,LBTI,FLAOAO,5.21999979019
20180328,05:26:47,2586,0.718333333333,1873,0.520277777778,253,120,133,458,LBTI,FLAOAO,2.36999988556
20180328,06:14:49,270,0.075,114,0.0316666666667,125,93,31,30,LBTI,FLAOAO,2.36999988556
20180328,08:10:59,1798,0.499444444444,1544,0.428888888889,176,143,32,77,LBTI,FLAOAO,4.48999977112
20180328,08:41:12,2131,0.591944444444,1835,0.509722222222,189,113,75,105,LBTI,FLAOAO,5.90000009537
20180328,09:17:02,2833,0.786944444444,2523,0.700833333333,176,88,88,134,LBTI,FLAOAO,4.5
20180328,10:04:51,2941,0.816944444444,2547,0.7075,286,75,211,107,LBTI,FLAOAO,4.30000019073
20180328,10:55:37,4069,1.13027777778,3720,1.03333333333,170,115,55,178,LBTI,FLAOAO,1.0
20180328,12:13:26,2241,0.6225,1901,0.528055555556,216,149,67,123,LBTI,FLAOAO,5.59999990463
20180329,02:15:27,4341,1.20583333333,3393,0.9425,605,115,490,342,LBTI,FLAOAO,4.61000013351
20180329,03:38:16,4689,1.3025,4227,1.17416666667,260,165,94,201,LBTI,FLAOAO,4.80000019073
20180329,04:59:42,1992,0.553333333333,1614,0.448333333333,269,135,133,108,LBTI,FLAOAO,5.80000019073
20180329,05:33:28,609,0.169166666667,420,0.116666666667,160,133,27,28,LBTI,FLAOAO,5.80000019073
20180329,05:43:44,1558,0.432777777778,1064,0.295555555556,459,147,311,35,LBTI,FLAOAO,5.69999980927
20180329,06:09:48,1689,0.469166666667,1310,0.363888888889,321,143,178,56,LBTI,FLAOAO,5.0
20180330,01:54:19,1003,0.278611111111,693,0.1925,302,169,133,6,LBTI,FLAOAO,0.370000004768
20180330,02:12:58,3217,0.893611111111,2791,0.775277777778,220,126,93,206,LBTI,FLAOAO,6.09999990463
20180330,03:11:07,1558,0.432777777778,1221,0.339166666667,240,155,85,96,LBTI,FLAOAO,6.0
20180330,03:40:28,1346,0.373888888889,882,0.245,391,137,254,72,LBTI,FLAOAO,4.59999990463
20180330,04:12:38,1169,0.324722222222,840,0.233333333333,227,167,59,100,LBTI,FLAOAO,4.59999990463
20180330,04:32:20,2722,0.756111111111,2319,0.644166666667,238,131,107,163,LBTI,FLAOAO,3.70000004768
20180330,05:17:55,1713,0.475833333333,1351,0.375277777778,271,115,155,91,LBTI,FLAOAO,5.09999990463
20180330,05:46:40,3131,0.869722222222,2781,0.7725,207,105,101,142,LBTI,FLAOAO,4.80000019073
20180330,06:39:01,1668,0.463333333333,1171,0.325277777778,403,170,233,93,LBTI,FLAOAO,4.80000019073
20180330,07:08:57,2788,0.774444444444,2274,0.631666666667,303,163,140,209,LBTI,FLAOAO,3.59999990463
20180330,07:55:35,1684,0.467777777778,1343,0.373055555556,244,149,95,97,LBTI,FLAOAO,5.0
20180330,08:25:49,1629,0.4525,1180,0.327777777778,353,173,180,95,LBTI,FLAOAO,5.59999990463
20180330,08:53:06,2987,0.829722222222,2598,0.721666666667,204,128,76,184,LBTI,FLAOAO,4.5
20180330,09:43:04,1443,0.400833333333,1059,0.294166666667,281,159,122,102,LBTI,FLAOAO,6.0
20180330,10:07:20,2206,0.612777777778,1696,0.471111111111,410,91,318,99,LBTI,FLAOAO,4.80000019073
20180330,10:44:20,3055,0.848611111111,2658,0.738333333333,214,127,87,182,LBTI,FLAOAO,4.19999980927
20180330,11:35:25,1520,0.422222222222,1270,0.352777777778,155,96,59,94,LBTI,FLAOAO,5.59999990463
20180330,12:00:53,2244,0.623333333333,1941,0.539166666667,185,132,52,118,LBTI,FLAOAO,4.19999980927
20180331,02:07:05,3929,1.09138888889,1737,0.4825,2191,326,1865,0,FLAO,FLAOAO,6.34999990463
20180331,03:30:30,1823,0.506388888889,1114,0.309444444444,709,351,358,0,FLAO,FLAOAO,6.34999990463
20180331,04:12:46,1232,0.342222222222,534,0.148333333333,698,315,382,0,FLAO,FLAOAO,13.2600002289
20180331,06:19:10,2662,0.739444444444,1608,0.446666666667,1054,404,649,0,FLAO,FLAOAO,11.3999996185
20180331,07:06:57,6144,1.70666666667,5402,1.50055555556,742,328,413,0,FLAO,FLAOAO,11.029999733
20180331,08:55:38,7789,2.16361111111,7335,2.0375,453,320,132,0,FLAO,FLAOAO,13.6000003815
20180401,03:21:57,11501,3.19472222222,11051,3.06972222222,449,384,64,0,FLAO,FLAOAO,12.0399999619
20180402,07:26:43,4728,1.31333333333,3443,0.956388888889,366,321,45,918,FLAO,FLAOTT,11.3599996567
20180402,08:45:36,2182,0.606111111111,1246,0.346111111111,599,321,277,337,FLAO,FLAOTT,11.3599996567
20180402,09:26:26,4276,1.18777777778,3334,0.926111111111,512,403,109,429,FLAO,FLAOAO,13.720000267
20180402,10:37:46,3202,0.889444444444,2291,0.636388888889,502,295,206,408,FLAO,FLAOAO,13.7100000381
20180402,11:31:13,3674,1.02055555556,2647,0.735277777778,612,466,145,414,FLAO,FLAOAO,15.2600002289
20180404,08:19:46,1016,0.282222222222,263,0.0730555555556,601,535,66,150,FLAO,FLAOAO,14.7399997711
20180404,08:44:13,9349,2.59694444444,7530,2.09166666667,456,309,147,1362,FLAO,FLAOAO,14.7399997711
20180404,11:24:25,2442,0.678333333333,1726,0.479444444444,414,346,68,301,FLAO,FLAOTT,11.3599996567
20180429,03:32:31,1414,0.392777777778,344,0.0955555555556,1057,129,927,12,LBTI,FLAOAO,2.13000011444
20180429,09:14:24,833,0.231388888889,235,0.0652777777778,585,145,439,12,LBTI,FLAOAO,2.74000000954
20180429,09:42:24,6311,1.75305555556,5987,1.66305555556,220,88,131,103,LBTI,FLAOAO,12.2399997711
20180505,08:10:18,1761,0.489166666667,618,0.171666666667,878,674,204,264,FLAO,FLAOTT,9.43000030518
20180505,08:43:17,2756,0.765555555556,1911,0.530833333333,360,270,90,483,FLAO,FLAOTT,9.43000030518
20180506,03:17:57,7932,2.20333333333,6807,1.89083333333,871,133,738,252,LBTI,FLAOAO,7.01000022888
20180506,05:50:47,1751,0.486388888889,1053,0.2925,263,120,143,433,LBTI,FLAOAO,5.59000015259
20180506,06:58:36,4211,1.16972222222,3605,1.00138888889,293,97,195,312,LBTI,FLAOAO,6.0
20180506,08:10:25,1929,0.535833333333,1547,0.429722222222,222,136,85,158,LBTI,FLAOAO,7.96999979019
20180506,08:42:51,854,0.237222222222,437,0.121388888889,382,104,277,35,LBTI,FLAOAO,5.86000013351
20180506,08:58:03,5829,1.61916666667,4639,1.28861111111,182,108,74,1007,LBTI,FLAOAO,6.84999990463
20180506,10:37:12,2224,0.617777777778,1572,0.436666666667,280,128,152,372,LBTI,FLAOAO,5.86000013351
20180506,11:14:33,3312,0.92,2442,0.678333333333,178,100,77,691,LBTI,FLAOAO,6.84999990463
20180507,03:42:04,7428,2.06333333333,6744,1.87333333333,230,143,86,453,LBTI,FLAOAO,3.5
20180507,08:33:33,13337,3.70472222222,12652,3.51444444444,538,167,371,146,LBTI,FLAOAO,0.759999990463
20180508,02:33:09,1383,0.384166666667,905,0.251388888889,462,179,283,15,LBTI,FLAOAO,2.36999988556
20180508,02:57:56,3617,1.00472222222,3247,0.901944444444,182,95,86,188,LBTI,FLAOAO,5.30000019073
20180508,04:03:10,1861,0.516944444444,1547,0.429722222222,271,131,139,42,LBTI,FLAOAO,7.01000022888
20180508,04:36:54,2339,0.649722222222,1668,0.463333333333,506,116,389,163,LBTI,FLAOAO,6.57999992371
20180508,05:19:14,1019,0.283055555556,565,0.156944444444,402,94,307,50,LBTI,FLAOAO,1.0
20180508,05:46:24,1849,0.513611111111,1576,0.437777777778,152,94,57,120,LBTI,FLAOAO,1.78999996185
20180508,06:17:25,1564,0.434444444444,1016,0.282222222222,408,98,310,139,LBTI,FLAOAO,6.57999992371
20180508,06:43:44,609,0.169166666667,216,0.06,393,86,306,0,LBTI,FLAOAO,3.83999991417
20180508,07:53:32,1111,0.308611111111,795,0.220833333333,200,125,74,115,LBTI,FLAOAO,2.23000001907
20180508,08:12:19,7544,2.09555555556,6879,1.91083333333,326,114,212,338,LBTI,FLAOAO,6.57999992371
20180508,10:18:17,3789,1.0525,3181,0.883611111111,355,120,235,252,LBTI,FLAOAO,2.23000001907
20180508,11:21:43,1767,0.490833333333,1332,0.37,302,103,198,132,LBTI,FLAOAO,6.57999992371
20180508,11:51:34,1287,0.3575,928,0.257777777778,240,91,148,118,LBTI,FLAOAO,2.23000001907
20180509,06:48:36,838,0.232777777778,314,0.0872222222222,523,464,58,0,FLAO,FLAOAO,16.2000007629
20180509,07:04:24,3167,0.879722222222,2330,0.647222222222,374,303,71,461,FLAO,FLAOAO,16.2000007629
20180516,09:50:48,1635,0.454166666667,995,0.276388888889,526,430,95,113,FLAO,FLAOTT,9.43000030518
20180516,10:37:51,1910,0.530555555556,1116,0.31,681,539,141,112,FLAO,FLAOTT,15.1700000763
20180516,11:15:06,1076,0.298888888889,316,0.0877777777778,700,370,329,60,FLAO,FLAOAO,9.43000030518
20180516,11:37:19,1404,0.39,928,0.257777777778,397,339,57,78,FLAO,FLAOAO,9.43000030518
20180522,02:58:31,903,0.250833333333,275,0.0763888888889,627,347,279,0,FLAO,FLAOAO,8.31000041962
20180522,04:54:11,3377,0.938055555556,2343,0.650833333333,479,279,200,554,FLAO,FLAOTT,14.2100000381
20180522,05:59:24,2314,0.642777777778,1663,0.461944444444,493,266,226,157,FLAO,FLAOTT,13.6899995804
20180522,06:43:02,2445,0.679166666667,1877,0.521388888889,392,235,156,175,FLAO,FLAOTT,15.3999996185
20180522,07:46:52,984,0.273333333333,40,0.0111111111111,944,290,654,0,FLAO,FLAOAO,7.26000022888
20180522,08:03:22,3748,1.04111111111,2934,0.815,813,272,541,0,FLAO,FLAOAO,7.26000022888
20180522,10:37:21,4509,1.2525,3992,1.10888888889,516,315,201,0,FLAO,FLAOAO,8.35000038147
20180523,02:47:51,3445,0.956944444444,2080,0.577777777778,1352,164,1187,12,LBTI,FLAOAO,2.36999988556
20180523,03:52:40,1714,0.476111111111,1219,0.338611111111,413,213,199,81,LBTI,FLAOAO,2.36999988556
20180523,04:22:04,1825,0.506944444444,1336,0.371111111111,397,153,244,91,LBTI,FLAOAO,5.69999980927
20180523,04:58:18,3013,0.836944444444,2613,0.725833333333,213,129,84,185,LBTI,FLAOAO,4.0
20180523,05:48:46,1787,0.496388888889,1363,0.378611111111,316,155,160,107,LBTI,FLAOAO,5.5
20180523,06:18:44,2050,0.569444444444,1574,0.437222222222,374,196,177,102,LBTI,FLAOAO,5.59999990463
20180523,06:55:37,4030,1.11944444444,3596,0.998888888889,217,125,92,216,LBTI,FLAOAO,5.40000009537
20180523,08:12:45,1633,0.453611111111,1295,0.359722222222,253,204,49,84,LBTI,FLAOAO,5.69999980927
20180523,08:41:10,1402,0.389444444444,863,0.239722222222,511,152,359,28,LBTI,FLAOAO,4.5
20180523,09:15:23,1805,0.501388888889,1533,0.425833333333,172,139,32,99,LBTI,FLAOAO,5.80000019073
20180523,09:45:41,6187,1.71861111111,4676,1.29888888889,1236,126,1110,273,LBTI,FLAOAO,5.19999980927
20180524,02:58:42,1925,0.534722222222,760,0.211111111111,1095,104,991,69,LBTI,FLAOAO,2.13000011444
20180524,03:43:40,741,0.205833333333,471,0.130833333333,252,114,138,17,LBTI,FLAOAO,9.59000015259
20180524,03:57:59,7214,2.00388888889,6762,1.87833333333,323,120,203,128,LBTI,FLAOAO,12.3400001526
20180524,05:58:19,3545,0.984722222222,2935,0.815277777778,488,137,351,121,LBTI,FLAOAO,7.01000022888
20180524,06:57:42,2626,0.729444444444,2306,0.640555555556,232,90,142,87,LBTI,FLAOAO,6.78000020981
20180524,07:41:41,3012,0.836666666667,2703,0.750833333333,150,94,56,157,LBTI,FLAOAO,7.01000022888
20180524,08:32:06,1680,0.466666666667,1464,0.406666666667,143,98,45,72,LBTI,FLAOAO,7.26999998093
20180524,09:00:20,2578,0.716111111111,2306,0.640555555556,143,94,49,128,LBTI,FLAOAO,7.01000022888
20180524,09:47:24,1350,0.375,1109,0.308055555556,164,83,80,76,LBTI,FLAOAO,6.78000020981
20180524,10:11:50,4051,1.12527777778,3752,1.04222222222,155,87,67,142,LBTI,FLAOAO,7.01000022888
20180524,11:19:32,1058,0.293888888889,865,0.240277777778,140,91,49,51,LBTI,FLAOAO,7.26999998093
20180524,11:39:03,1015,0.281944444444,812,0.225555555556,158,83,74,45,LBTI,FLAOAO,7.01000022888
20180525,02:44:08,3077,0.854722222222,2755,0.765277777778,185,96,89,136,LBTI,FLAOAO,5.30000019073
20180525,03:35:39,3343,0.928611111111,3056,0.848888888889,113,77,35,173,LBTI,FLAOAO,3.29999995232
